clean_name,full_name,first_name,surname,affiliation,homepage,scholar,middle_name
Norma Saiph Savage,Norma Saiph Savage,Norma,Savage,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/saiph-savage,GHGHYZAAAAAJ,Saiph
Norman C. Hutchinson,Norman C. Hutchinson,Norman,Hutchinson,University of British Columbia,https://www.cs.ubc.ca/people/norm-hutchinson,NOSCHOLARPAGE,C.
Norman E. Fenton,Norman E. Fenton,Norman,Fenton,Queen Mary University of London,https://www.eecs.qmul.ac.uk/~norman,c_cQr4EAAAAJ,E.
Norman Fenton,Norman Fenton,Norman,Fenton,Queen Mary University of London,https://www.eecs.qmul.ac.uk/~norman,c_cQr4EAAAAJ,\N
Norman I. Badler,Norman I. Badler,Norman,Badler,University of Pennsylvania,https://www.cis.upenn.edu/~badler,e8e5qGcAAAAJ,I.
Norman M. Sadeh,Norman M. Sadeh,Norman,Sadeh,Carnegie Mellon University,http://www.normsadeh.org,If_k6LgAAAAJ,M.
Norman Makoto Su,Norman Makoto Su,Norman,Su,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~normsu,eqs6v1wAAAAJ,Makoto
Norman Ramsey,Norman Ramsey,Norman,Ramsey,Tufts University,http://www.cs.tufts.edu/~nr,7QTGa98AAAAJ,\N
Norman S. Matloff,Norman S. Matloff,Norman,Matloff,Univ. of California - Davis,http://faculty.engineering.ucdavis.edu/matloff,NOSCHOLARPAGE,S.
Norman Sadeh,Norman Sadeh 0001,Norman,Sadeh,Carnegie Mellon University,http://www.normsadeh.org,If_k6LgAAAAJ,\N
Norman Sadeh-Koniecpol,Norman Sadeh-Koniecpol,Norman,Sadeh-Koniecpol,Carnegie Mellon University,http://www.normsadeh.org,If_k6LgAAAAJ,\N
Norman W. Paton,Norman W. Paton,Norman,Paton,University of Manchester,http://www.cs.man.ac.uk/~norm,X-9OH6AAAAAJ,W.
Normand Séguin,Normand Séguin,Normand,Séguin,Université du Québec à Montréal,https://professeurs.uqam.ca/professeur/seguin.normand,NOSCHOLARPAGE,\N
Noseong Park,Noseong Park,Noseong,Park,KAIST,https://sites.google.com/view/npark,VSuM3gYAAAAJ,\N
Noshir Contractor,Noshir Contractor,Noshir,Contractor,Northwestern University,https://nosh.northwestern.edu,Fqw9o84AAAAJ,\N
Noshir S. Contractor,Noshir S. Contractor,Noshir,Contractor,Northwestern University,https://nosh.northwestern.edu,Fqw9o84AAAAJ,S.
Noson S. Yanofsky,Noson S. Yanofsky,Noson,Yanofsky,CUNY,http://www.sci.brooklyn.cuny.edu/~noson,UOzjMYkAAAAJ,S.
Nour Ali,Nour Ali,Nour,Ali,Brunel University London,https://www.brunel.ac.uk/people/nour-ali,vPCf98oAAAAJ,\N
Nour Hussein,Nour Hussein,Nour,Hussein,Brunel University London,https://www.brunel.ac.uk/people/nour-ali,vPCf98oAAAAJ,\N
Noura Al Moubayed,Noura Al Moubayed,Noura,Moubayed,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=14675,GHecv14AAAAJ,Al
Nouredine Melab,Nouredine Melab,Nouredine,Melab,CRIStAL,http://cristal.univ-lille.fr/~melab,KqyNV8EAAAAJ,\N
Novella Bartolini,Novella Bartolini,Novella,Bartolini,Sapienza University of Rome,https://sites.google.com/view/novellabartolini,VlgfXG4AAAAJ,\N
Novi Quadrianto,Novi Quadrianto,Novi,Quadrianto,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/335583,I-rLzGcAAAAJ,\N
Nukada Akira,Nukada Akira,Nukada,Akira,Tokyo Institute of Technology,https://nrid.nii.ac.jp/nrid/1000040545688,vjE9JnYAAAAJ,\N
Nuno Bandeira,Nuno Bandeira,Nuno,Bandeira,Univ. of California - San Diego,https://cseweb.ucsd.edu/~nbandeir,dufShEsAAAAJ,\N
Nuno C. G. Horta,Nuno C. G. Horta,Nuno,Horta,Universidade de Lisboa,http://www.it.pt/person_detail_p.asp?id=426,IVjOUCcAAAAJ,C. G.
Nuno C. Garcia,Nuno C. Garcia,Nuno,Garcia,Universidade de Lisboa,https://ciencias.ulisboa.pt/en/perfil/nrgarcia,HhCz7nIAAAAJ,C.
Nuno Correia,Nuno Correia 0001,Nuno,Correia,Universidade NOVA de Lisboa,http://www-ctp.di.fct.unl.pt/~nmc,w7cia2AAAAAJ,\N
Nuno Filipe Valentim Roma,Nuno Filipe Valentim Roma,Nuno,Roma,Universidade de Lisboa,http://sips.inesc-id.pt/~nfvr,iDxEJwIAAAAJ,Filipe Valentim
Nuno Horta,Nuno Horta,Nuno,Horta,Universidade de Lisboa,http://www.it.pt/person_detail_p.asp?id=426,IVjOUCcAAAAJ,\N
Nuno J. Mamede,Nuno J. Mamede,Nuno,Mamede,Universidade de Lisboa,https://www.l2f.inesc-id.pt/wiki/index.php/Nuno_Mamede,7Kou6lkAAAAJ,J.
Nuno Jardim Nunes,Nuno Jardim Nunes,Nuno,Nunes,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist132720,hslIW4UAAAAJ,Jardim
Nuno M. Preguiça,Nuno M. Preguiça,Nuno,Preguiça,Universidade NOVA de Lisboa,http://asc.di.fct.unl.pt/~nmp,ldiuDWsAAAAJ,M.
Nuno Nunes,Nuno Nunes 0001,Nuno,Nunes,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist132720,hslIW4UAAAAJ,\N
Nuno P. Lopes,Nuno P. Lopes,Nuno,Lopes,Universidade de Lisboa,https://web.ist.utl.pt/nuno.lopes,DQnsjaoAAAAJ,P.
Nuno Roma,Nuno Roma,Nuno,Roma,Universidade de Lisboa,http://sips.inesc-id.pt/~nfvr,iDxEJwIAAAAJ,\N
Nuno Santos,Nuno Santos 0001,Nuno,Santos,Universidade de Lisboa,https://imm.medicina.ulisboa.pt/en/investigacao/labs/santos-nuno-c-lab,ZGgyTywAAAAJ,\N
Nuno Vasconcelos,Nuno Vasconcelos,Nuno,Vasconcelos,Univ. of California - San Diego,http://www.svcl.ucsd.edu/~nuno,Fykyo9gAAAAJ,\N
Nura Tijjani Abubakar,Nura Tijjani Abubakar,Nura,Abubakar,Brunel University London,https://www.brunel.ac.uk/people/nura-abubakar,B4D9UIUAAAAJ,Tijjani
Nurit Haspel,Nurit Haspel,Nurit,Haspel,University of Massachusetts Boston,http://www.cs.umb.edu/~nurith,xTjiOloAAAAJ,\N
Nutan Limaye,Nutan Limaye,Nutan,Limaye,IT University of Copenhagen,https://pure.itu.dk/da/persons/nutan-limaye,r8r6g-0AAAAJ,\N
Nysret Musliu,Nysret Musliu,Nysret,Musliu,TU Wien,https://informatics.tuwien.ac.at/people/nysret-musliu,35owm6EAAAAJ,\N
Næhyuck Chang,Næhyuck Chang,Næhyuck,Chang,KAIST,http://www.cad4x.kaist.ac.kr/professor,w0uiMd4AAAAJ,\N
O-Joun Lee,O-Joun Lee,O-Joun,Lee,The Catholic University of Korea,https://o-jounlee.github.io/cv/CV,43GFjoYAAAAJ,\N
O. G. Kakde,O. G. Kakde,O.,Kakde,VNIT Nagpur,https://vnit.ac.in/engineering/cse/dr-o-g-kakde,E5ErZ2UAAAAJ,G.
Octav Chipara,Octav Chipara,Octav,Chipara,University of Iowa,https://www.cs.uiowa.edu/people/octav-chipara,uBbYp8gAAAAJ,\N
Odalric Maillard,Odalric Maillard,Odalric,Maillard,CRIStAL,https://www.cristal.univ-lille.fr/profil/omaillar,7EweMdoAAAAJ,\N
Odalric-Ambrym Maillard,Odalric-Ambrym Maillard,Odalric-Ambrym,Maillard,CRIStAL,https://www.cristal.univ-lille.fr/profil/omaillar,7EweMdoAAAAJ,\N
Odd Erik Gundersen,Odd Erik Gundersen,Odd,Gundersen,NTNU,https://www.ntnu.edu/employees/odderik,mcERTrMAAAAJ,Erik
Oded Goldreich,Oded Goldreich 0001,Oded,Goldreich,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1877,DLQW_LoAAAAJ,\N
Oded Lachish,Oded Lachish,Oded,Lachish,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/oded,mXlrl5sAAAAJ,\N
Oded Nov,Oded Nov,Oded,Nov,New York University,http://research.poly.edu/~onov,G0rV_dcAAAAJ,\N
Oded Regev,Oded Regev 0001,Oded,Regev,New York University,http://www.cims.nyu.edu/~regev,3-gk0ioAAAAJ,\N
Oded Schwartz,Oded Schwartz,Oded,Schwartz,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~odedsc,uwrwLJcAAAAJ,\N
Oded Shmueli,Oded Shmueli,Oded,Shmueli,Technion,http://www.cs.technion.ac.il/people/oshmu,NOSCHOLARPAGE,\N
Oded Stein,Oded Stein,Oded,Stein,University of Southern California,https://odedstein.com,m_XvapMAAAAJ,\N
Odej Kao,Odej Kao,Odej,Kao,TU Berlin,https://www.cit.tu-berlin.de/kao,mvOSfFAAAAAJ,\N
Odelia Schwartz,Odelia Schwartz,Odelia,Schwartz,University of Miami,http://www.cs.miami.edu/~odelia,3prQpXgAAAAJ,\N
Odest Chadwicke Jenkins,Odest Chadwicke Jenkins,Odest,Jenkins,University of Michigan,http://ohseejay.org,dp5LnVAAAAAJ,Chadwicke
Odette Scharenborg,Odette Scharenborg,Odette,Scharenborg,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/multimedia-computing/people/odette-scharenborg,hyz2eHkAAAAJ,\N
Odinaldo Rodrigues,Odinaldo Rodrigues,Odinaldo,Rodrigues,King's College London,https://www.kcl.ac.uk/people/odinaldo-rodrigues,oWihRAoAAAAJ,\N
Odinaldo Teixeira Rodrigues,Odinaldo Teixeira Rodrigues,Odinaldo,Rodrigues,King's College London,https://www.kcl.ac.uk/people/odinaldo-rodrigues,oWihRAoAAAAJ,Teixeira
Odorico M. Mendizabal,Odorico M. Mendizabal,Odorico,Mendizabal,Federal University of Rio Grande,http://www.mendizabal.c3.furg.br,r34bzIYAAAAJ,M.
Ofer Shtrichman,Ofer Shtrichman,Ofer,Shtrichman,Technion,https://web.iem.technion.ac.il/en/people/userprofile/ofers.html,h0R3z64AAAAJ,\N
Ofer Strichman,Ofer Strichman,Ofer,Strichman,Technion,https://web.iem.technion.ac.il/en/people/userprofile/ofers.html,h0R3z64AAAAJ,\N
Ofir Pele,Ofir Pele,Ofir,Pele,Ariel University,http://www.ariel.ac.il/sites/ofirpele,0J0n7sEAAAAJ,\N
Ofra Amir,Ofra Amir,Ofra,Amir,Technion,https://scholar.harvard.edu/oamir,WS5b_koAAAAJ,\N
Oge Marques,Oge Marques,Oge,Marques,Florida Atlantic University,http://faculty.eng.fau.edu/omarques,ZgWULzYAAAAJ,\N
Ognjen Arandjelovic,Ognjen Arandjelovic,Ognjen,Arandjelovic,University of St Andrews,https://oa7.host.cs.st-andrews.ac.uk,NOSCHOLARPAGE,\N
Oguz 'Oz' Buruk,Oguz 'Oz' Buruk,Oguz,Buruk,Tampere University,https://webpages.tuni.fi/gamification/members/oguz-turan-buruk,U-SZUDQAAAAJ,'Oz'
Oguz Altun,Oguz Altun,Oguz,Altun,Yıldız Technical University,https://www.ce.yildiz.edu.tr/personal/oguza?lang=en,NOSCHOLARPAGE,\N
Oguz Ergin,Oguz Ergin,Oguz,Ergin,TOBB ETÜ,http://oergin.etu.edu.tr,NSuo6qgAAAAJ,\N
Oguz Turan Buruk,Oguz Turan Buruk,Oguz,Buruk,Tampere University,https://webpages.tuni.fi/gamification/members/oguz-turan-buruk,U-SZUDQAAAAJ,Turan
Ohad Ben-Shahar,Ohad Ben-Shahar,Ohad,Ben-Shahar,Ben-Gurion University of the Negev,https://www.cs.bgu.ac.il/~ben-shahar,NOSCHOLARPAGE,\N
Ohad Kammar,Ohad Kammar,Ohad,Kammar,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Ohad_Kammar.html,-BLwCMkAAAAJ,\N
Ohad Shamir,Ohad Shamir,Ohad,Shamir,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=21659,all0DHsAAAAJ,\N
Oisin Mac Aodha,Oisin Mac Aodha,Oisin,Aodha,University of Edinburgh,https://homepages.inf.ed.ac.uk/omacaod,IfZBjkUAAAAJ,Mac
Ojaswa Sharma,Ojaswa Sharma,Ojaswa,Sharma,IIIT Delhi,https://www.iiitd.ac.in/ojaswa,jikZgTsAAAAJ,\N
Okan Yurduseven,Okan Yurduseven,Okan,Yurduseven,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=o.yurduseven,sjHXrh8AAAAJ,\N
Okko Johannes Räsänen,Okko Johannes Räsänen,Okko,Räsänen,Tampere University,https://researchportal.tuni.fi/en/persons/okko-r%C3%A4s%C3%A4nen,iMVBRk0AAAAJ,Johannes
Okko Räsänen,Okko Räsänen,Okko,Räsänen,Tampere University,https://researchportal.tuni.fi/en/persons/okko-r%C3%A4s%C3%A4nen,iMVBRk0AAAAJ,\N
Oksana Kulyk,Oksana Kulyk,Oksana,Kulyk,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/oksana-kulyk(1dbd1112-eb47-4406-936c-6807e8845610).html,08IyY1AAAAAJ,\N
Ola Svensson,Ola Svensson,Ola,Svensson,EPFL,http://theory.epfl.ch/osven,Nc2RiF4AAAAJ,\N
Olac Fuentes,Olac Fuentes,Olac,Fuentes,University of Texas - El Paso,http://cs.utep.edu/ofuentes,NdcgT00AAAAJ,\N
Olaf Beyersdorff,Olaf Beyersdorff,Olaf,Beyersdorff,Friedrich Schiller University Jena,https://www.fmi.uni-jena.de/Beyersdorff.html,Zf7cjPkAAAAJ,\N
Olaf Chitil,Olaf Chitil,Olaf,Chitil,University of Kent,https://www.cs.kent.ac.uk/people/staff/oc,lTc5ogoAAAAJ,\N
Olaf Hellwich,Olaf Hellwich,Olaf,Hellwich,TU Berlin,https://www.cv.tu-berlin.de/menue/mitarbeiter/olaf_hellwich,eNn_QXcAAAAJ,\N
Olaf Landsiedel,Olaf Landsiedel,Olaf,Landsiedel,University of Kiel,https://www.ds.informatik.uni-kiel.de/en/people/olaf,_kenE7EAAAAJ,\N
Olaf Schenk,Olaf Schenk,Olaf,Schenk,Università della Svizzera italiana,http://search.usi.ch/people/9a52a2fdb8d3d26ec16fb1569b590909/Schenk-Olaf,Ljs4_cIAAAAJ,\N
Olaf Spinczyk,Olaf Spinczyk,Olaf,Spinczyk,University of Osnabrück,https://translate.google.de/translate?hl=de&sl=en&u=https://ess.cs.uni-osnabrueck.de/~os/&prev=search,rOM7s9AAAAAJ,\N
Olaf Wolkenhauer,Olaf Wolkenhauer,Olaf,Wolkenhauer,University of Rostock,https://www.sbi.uni-rostock.de/team/detail/prof-olaf-wolkenhauer,Cnx7XskAAAAJ,\N
Olav Bertelsen,Olav Bertelsen,Olav,Bertelsen,Aarhus University,http://au.dk/en/olavb@cs,Ydi4uSMAAAAJ,\N
Olav Krause,Olav Krause,Olav,Krause,University of Queensland,http://researchers.uq.edu.au/researcher/2484,WwjOXswAAAAJ,\N
Olav W. Bertelsen,Olav W. Bertelsen,Olav,Bertelsen,Aarhus University,http://au.dk/en/olavb@cs,Ydi4uSMAAAAJ,W.
Olayele Adelakun,Olayele Adelakun,Olayele,Adelakun,DePaul University,https://www.cdm.depaul.edu/about/Pages/People/FacultyInfo.aspx?fid=193,NOSCHOLARPAGE,\N
Olcay Taner Yildiz,Olcay Taner Yildiz,Olcay,Yildiz,Özyeğin University,https://cs.ozyegin.edu.tr/en/olcayyildiz,CCdVhSsAAAAJ,Taner
Ole Caprani,Ole Caprani,Ole,Caprani,Aarhus University,http://au.dk/en/ocaprani@cs,r1ysNr0AAAAJ,\N
Ole Christensen,Ole Christensen,Ole,Christensen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,\N
Ole Lehrmann Madsen,Ole Lehrmann Madsen,Ole,Madsen,Aarhus University,https://pure.au.dk/portal/en/persons/ole-lehrmann-madsen(edbb51a2-ec05-4400-b3ce-24037bad9857).html,CTxgVxsAAAAJ,Lehrmann
Ole Winther,Ole Winther,Ole,Winther,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE,\N
Oleg Komogortsev,Oleg Komogortsev,Oleg,Komogortsev,Texas State University,http://cs.txstate.edu/~ok11,i96gkYMAAAAJ,\N
Oleg V. Komogortsev,Oleg V. Komogortsev,Oleg,Komogortsev,Texas State University,http://cs.txstate.edu/~ok11,i96gkYMAAAAJ,V.
Oleksandr Malyuskin,Oleksandr Malyuskin,Oleksandr,Malyuskin,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=O.Malyuskin,NOSCHOLARPAGE,\N
Olexiy Gotsman,Olexiy Gotsman,Olexiy,Gotsman,IMDEA Software Institute,http://software.imdea.org/~gotsman,NOSCHOLARPAGE,\N
Olfa Nasaroui,Olfa Nasaroui,Olfa,Nasaroui,University of Louisville,http://louisville.edu/speed/people/faculty/nasraouiOlfa,SGscZDgAAAAJ,\N
Olfa Nasraoui,Olfa Nasraoui,Olfa,Nasraoui,University of Louisville,http://louisville.edu/speed/people/faculty/nasraouiOlfa,SGscZDgAAAAJ,\N
Olga Baysal,Olga Baysal,Olga,Baysal,Carleton University,http://olgabaysal.com,1yuYTRAAAAAJ,\N
Olga G. Troyanskaya,Olga G. Troyanskaya,Olga,Troyanskaya,Princeton University,https://www.cs.princeton.edu/people/profile/ogt,PjCDBjIAAAAJ,G.
Olga Gadyatskaya,Olga Gadyatskaya,Olga,Gadyatskaya,Leiden University,https://ogadyatskaya.github.io,QD3DU0wAAAAJ,\N
Olga Goussevskaia,Olga Goussevskaia,Olga,Goussevskaia,UFMG,http://homepages.dcc.ufmg.br/~olga,2NbTEyYAAAAJ,\N
Olga Kupriianova,Olga Kupriianova,Olga,Kupriianova,Ecole Normale Superieure de Lyon,http://kupriianova.info,NOSCHOLARPAGE,\N
Olga Marino Dews,Olga Marino Dews,Olga,Dews,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~olmarino/dokuwiki/doku.php,TRujnBQAAAAJ,Marino
Olga Mariño,Olga Mariño,Olga,Mariño,Universidad de los Andes,https://sistemasacademico.uniandes.edu.co/~olmarino/dokuwiki/doku.php,TRujnBQAAAAJ,\N
Olga Ohrimenko,Olga Ohrimenko,Olga,Ohrimenko,University of Melbourne,https://people.eng.unimelb.edu.au/oohrimenko,lzfVm_8AAAAJ,\N
Olga Ormandjieva,Olga Ormandjieva,Olga,Ormandjieva,Concordia University,http://www.cs.concordia.ca/~ormandj,NOSCHOLARPAGE,\N
Olga Papaemmanouil,Olga Papaemmanouil,Olga,Papaemmanouil,Brandeis University,http://www.cs.brandeis.edu/~olga/home.html,JaAonb0AAAAJ,\N
Olga R. P. Bellon,Olga R. P. Bellon,Olga,Bellon,UFPR,https://www.inf.ufpr.br/olga,YBjOLlsAAAAJ,R. P.
Olga Russakovsky,Olga Russakovsky,Olga,Russakovsky,Princeton University,http://www.cs.cmu.edu/~orussako,TB5OwW8AAAAJ,\N
Olga Sorkine,Olga Sorkine,Olga,Sorkine,ETH Zurich,http://igl.ethz.ch/people/sorkine,GBU568oAAAAJ,\N
Olga Sorkine-Hornung,Olga Sorkine-Hornung,Olga,Sorkine-Hornung,ETH Zurich,http://igl.ethz.ch/people/sorkine,GBU568oAAAAJ,\N
Olga Vechtomova,Olga Vechtomova,Olga,Vechtomova,University of Waterloo,https://ov-research.uwaterloo.ca,Ln1-_JIAAAAJ,\N
Olga Veksler,Olga Veksler,Olga,Veksler,University of Waterloo,http://cs.uwaterloo.ca/~oveksler,r5QkMysAAAAJ,\N
Olga Vitek,Olga Vitek,Olga,Vitek,Northeastern University,https://olga-vitek-lab.khoury.northeastern.edu,UT5I0hAAAAAJ,\N
Olgica Milenkovic,Olgica Milenkovic,Olgica,Milenkovic,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/milenkov,G4LSqL8AAAAJ,\N
Olin Grigsby Shivers,Olin Grigsby Shivers,Olin,Shivers,Northeastern University,http://www.ccs.neu.edu/home/shivers,4FcaMpgAAAAJ,Grigsby
Olin Shivers,Olin Shivers,Olin,Shivers,Northeastern University,http://www.ccs.neu.edu/home/shivers,4FcaMpgAAAAJ,\N
Oliver A. Kennedy,Oliver A. Kennedy,Oliver,Kennedy,University at Buffalo,http://www.cse.buffalo.edu/people/?u=okennedy,9Q9tiCsAAAAJ,A.
Oliver Amft,Oliver Amft,Oliver,Amft,University of Passau,http://www.fim.uni-passau.de/en/sensor-technology/people/prof-dr-oliver-amft,6gXOS30AAAAJ,\N
Oliver Bimber,Oliver Bimber,Oliver,Bimber,JKU Linz,https://www.jku.at/en/institute-of-computer-graphics/about-us/team/oliver-bimber,nmSh5i8AAAAJ,\N
Oliver Bringmann,Oliver Bringmann 0001,Oliver,Bringmann,University of Tübingen,https://www.embedded.uni-tuebingen.de/team/oliver-bringmann,pk53ZkAAAAAJ,\N
Oliver Brock,Oliver Brock,Oliver,Brock,TU Berlin,https://www.robotics.tu-berlin.de/menue/team/oliver_brock/parameter/de,83OxU_4AAAAJ,\N
Oliver Cossairt,Oliver Cossairt,Oliver,Cossairt,Northwestern University,http://compphotolab.northwestern.edu,QxxseqsAAAAJ,\N
Oliver Deussen,Oliver Deussen,Oliver,Deussen,University of Konstanz,https://www.cgmi.uni-konstanz.de/en/persons/prof-dr-oliver-deussen,y3j0c80AAAAJ,\N
Oliver Diessel,Oliver Diessel,Oliver,Diessel,UNSW,http://www.cse.unsw.edu.au/~odiessel,mVtckacAAAAJ,\N
Oliver E. Theel,Oliver E. Theel,Oliver,Theel,University of Oldenburg,https://uol.de/svs/personen/oliver-theel,NOSCHOLARPAGE,E.
Oliver Eulenstein,Oliver Eulenstein,Oliver,Eulenstein,Iowa State University,http://www.cs.iastate.edu/~oeulenst,HWF6UxgAAAAJ,\N
Oliver G. Staadt,Oliver G. Staadt,Oliver,Staadt,University of Rostock,http://vcg.informatik.uni-rostock.de/~ostaadt,I1hnzusAAAAJ,G.
Oliver Hohlfeld,Oliver Hohlfeld,Oliver,Hohlfeld,University of Kassel,https://www.ohohlfeld.com,2dy3cC4AAAAJ,\N
Oliver Kennedy,Oliver Kennedy,Oliver,Kennedy,University at Buffalo,http://www.cse.buffalo.edu/people/?u=okennedy,9Q9tiCsAAAAJ,\N
Oliver Keszöcze,Oliver Keszöcze,Oliver,Keszöcze,University of Erlangen–Nuremberg,https://www.cs12.tf.fau.de/person/oliver-keszoecze,mGiqyPMAAAAJ,\N
Oliver Kohlbacher,Oliver Kohlbacher,Oliver,Kohlbacher,University of Tübingen,https://kohlbacherlab.org/oliver_kohlbacher,8sb5XNIAAAAJ,\N
Oliver Kramer,Oliver Kramer,Oliver,Kramer,University of Oldenburg,https://uol.de/en/computingscience/ci/team/oliver-kramer,EDDLkW0AAAAJ,\N
Oliver Krancher,Oliver Krancher,Oliver,Krancher,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/oliver-krancher(f14f4742-c9d8-4a34-b8e2-d713c3a1f437).html,4EqBYO0AAAAJ,\N
Oliver Lemon,Oliver Lemon,Oliver,Lemon,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/oliver-lemon.htm,YYWptO4AAAAJ,\N
Oliver Matias van Kaick,Oliver Matias van Kaick,Oliver,Kaick,Carleton University,http://people.scs.carleton.ca/~olivervankaick,IfvyBBUAAAAJ,Matias van
Oliver Obst,Oliver Obst,Oliver,Obst,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/associate_professor_oliver_obst,m6n603wAAAAJ,\N
Oliver Ray,Oliver Ray,Oliver,Ray,University of Bristol,https://www.cs.bris.ac.uk/~oray,3vwgzlUAAAAJ,\N
Oliver Rose,Oliver Rose,Oliver,Rose,Bundeswehr University Munich,https://www.unibw.de/technische-informatik/mitarbeiter/professoren/univ-prof-dr-oliver-rose,CJqlQKQAAAAJ,\N
Oliver S. Cossairt,Oliver S. Cossairt,Oliver,Cossairt,Northwestern University,http://compphotolab.northwestern.edu,QxxseqsAAAAJ,S.
Oliver S. Schneider,Oliver S. Schneider,Oliver,Schneider,University of Waterloo,http://oliverschneider.ca,dc2aKrEAAAAJ,S.
Oliver Schneider,Oliver Schneider 0006,Oliver,Schneider,University of Waterloo,http://oliverschneider.ca,dc2aKrEAAAAJ,\N
Oliver Schulte,Oliver Schulte,Oliver,Schulte,Simon Fraser University,http://www.cs.sfu.ca/~oschulte,NOSCHOLARPAGE,\N
Oliver W. W. Yang,Oliver W. W. Yang,Oliver,Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,NOSCHOLARPAGE,W. W.
Oliver Yang,Oliver Yang,Oliver,Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,NOSCHOLARPAGE,\N
Oliver van Kaick,Oliver van Kaick,Oliver,Kaick,Carleton University,http://people.scs.carleton.ca/~olivervankaick,IfvyBBUAAAAJ,van
Olivier Alata,Olivier Alata,Olivier,Alata,Université Jean Monnet,http://perso.univ-st-etienne.fr/ao29170h,ClqgTp8AAAAJ,\N
Olivier Caron,Olivier Caron,Olivier,Caron,CRIStAL,https://www.cristal.univ-lille.fr/profil/carono,NOSCHOLARPAGE,\N
Olivier Danvy,Olivier Danvy,Olivier,Danvy,National University of Singapore,https://www.yale-nus.edu.sg/faculty/olivier-danvy,OZJGoVoAAAAJ,\N
Olivier Glück,Olivier Glück,Olivier,Glück,Ecole Normale Superieure de Lyon,http://perso.univ-lyon1.fr/olivier.gluck,NOSCHOLARPAGE,\N
Olivier Laurent,Olivier Laurent 0001,Olivier,Laurent,Ecole Normale Superieure de Lyon,https://perso.ens-lyon.fr/olivier.laurent,UXrN6aUAAAAJ,\N
Olivier Markowitch,Olivier Markowitch,Olivier,Markowitch,Université libre de Bruxelles,https://qualsec.ulb.ac.be/people/olivier-markowitch,wfBB0CAAAAAJ,\N
Olivier Tremblay-Savard,Olivier Tremblay-Savard,Olivier,Tremblay-Savard,University of Manitoba,http://www.cs.umanitoba.ca/~tremblao,UAzcju4AAAAJ,\N
Olof B. Widlund,Olof B. Widlund,Olof,Widlund,New York University,https://www.cs.nyu.edu/widlund,NOSCHOLARPAGE,B.
Olof Torgersson,Olof Torgersson,Olof,Torgersson,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/olof-torgersson.aspx,NOSCHOLARPAGE,\N
Oluwasanmi Koyejo,Oluwasanmi Koyejo,Oluwasanmi,Koyejo,Univ. of Illinois at Urbana-Champaign,http://sanmi.cs.illinois.edu,EaaOeJwAAAAJ,\N
Olya Ohrimenko,Olya Ohrimenko,Olya,Ohrimenko,University of Melbourne,https://people.eng.unimelb.edu.au/oohrimenko,lzfVm_8AAAAJ,\N
Olympia Hadjiliadis,Olympia Hadjiliadis,Olympia,Hadjiliadis,CUNY,http://userhome.brooklyn.cuny.edu/ohadjiliadis,8hPyBHsAAAAJ,\N
Om P. Damani,Om P. Damani,Om,Damani,IIT Bombay,https://www.cse.iitb.ac.in/~damani,lcRCUawAAAAJ,P.
Om Pal,Om Pal,Om,Pal,Delhi University,http://people.du.ac.in/~ompal,ri4xFn8AAAAJ,\N
Om Prakash Jena,Om Prakash Jena,Om,Jena,Ravenshaw University,https://ravenshawuniversity.ac.in/?page_id=31149,5IXeRc0AAAAJ,Prakash
Omaima Bamasak,Omaima Bamasak,Omaima,Bamasak,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,\N
Omaima Bamasaq,Omaima Bamasaq,Omaima,Bamasaq,King Abdulaziz University,http://obamasek.kau.edu.sa/CVEn.aspx?Site_ID=0004371&Lng=EN,3qPi9-8AAAAJ,\N
